infector_id,infected_id,prob
40270058_22_cattle_2011-06-01,40270058_0_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_10_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_11_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_12_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_13_cattle_2011-03-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_14_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_15_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_16_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_17_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_18_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_19_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_1_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_20_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_21_cattle_2011-06-01,0.04539092181563674
40270058_19_cattle_2011-06-01,40270058_22_cattle_2011-06-01,0.042991401719655944
40270058_22_cattle_2011-06-01,40270058_23_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_24_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_25_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_26_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_27_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_28_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_29_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_2_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_30_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_31_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_32_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_33_cattle_2011-05-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_34_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_35_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_36_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_37_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_38_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_39_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_3_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_4_cattle_2010-11-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_5_cattle_2011-05-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_6_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_7_cattle_2011-03-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_8_cattle_2011-06-01,0.04539092181563674
40270058_22_cattle_2011-06-01,40270058_9_cattle_2011-06-01,0.04539092181563674
64420015_3_cattle_2009-01-01,64420015_0_cattle_2009-01-01,0.5054989002199342
64420015_3_cattle_2009-01-01,64420015_1_cattle_2009-01-01,0.5054989002199342
64420015_3_cattle_2009-01-01,64420015_2_cattle_2009-01-01,0.5054989002199342
64420015_5_cattle_2009-01-01,64420015_3_cattle_2009-01-01,0.4781043791241562
64420015_3_cattle_2009-01-01,64420015_4_cattle_2008-12-01,0.5054989002199342
64420015_3_cattle_2009-01-01,64420015_5_cattle_2009-01-01,0.514897020595858
64420015_3_cattle_2009-01-01,64420015_6_cattle_2009-01-01,0.5054989002199342
